,LesionWise_Dice_ET,LesionWise_Dice_TC,LesionWise_Dice_WT,LesionWise_NSD_0.5_ET,LesionWise_NSD_0.5_TC,LesionWise_NSD_0.5_WT,LesionWise_NSD_1.0_ET,LesionWise_NSD_1.0_TC,LesionWise_NSD_1.0_WT,LesionWise_Hausdorff95_ET,LesionWise_Hausdorff95_TC,LesionWise_Hausdorff95_WT,Num_TP_ET,Num_TP_TC,Num_TP_WT,Num_FP_ET,Num_FP_TC,Num_FP_WT,Num_FN_ET,Num_FN_TC,Num_FN_WT
BraTS-SSA-00158-000,0.8480268681780017,0.8521966831539133,0.8802251021346825,0.6402426191954935,0.5769118951864787,0.4804157581800417,0.8719321614255785,0.7977773547189781,0.7459663853762158,4.123105625617661,4.358898943540674,6.324555320336759,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BraTS-SSA-00163-000,0.9396424295903284,0.965208529150146,0.9592465168484493,0.6944215751810993,0.5590317440764749,0.5312562859378783,0.9598793433737944,0.8967386401830896,0.8640381134646216,1.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BraTS-SSA-00169-000,0.9638439486310378,0.9702221852273183,0.9753102765550493,0.6533542099560914,0.5937546851123581,0.6160545454353401,0.9035118082219262,0.8750057683637894,0.8919105519743321,2.0,2.23606797749979,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BraTS-SSA-00171-000,0.9639899576572863,0.9679774744678821,0.9323726057101555,0.6782480904646003,0.6500991642314292,0.4603503615378466,0.974605144292583,0.9491809184395825,0.7987809510030669,1.0,1.4142135623730951,5.0990195135927845,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BraTS-SSA-00174-000,0.9802430878352787,0.9882476216737902,0.9869572104975973,0.8342773514262564,0.8025267939912827,0.7459776329913623,0.9924182022703629,0.9857422184964969,0.9786753737533088,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BraTS-SSA-00175-000,0.9422606291047355,0.9690019538950095,0.9772519986889171,0.7138755079585589,0.6173073618367059,0.6810340591548224,0.9538687092686381,0.8945198561451072,0.9159108568408767,1.0,2.449489742783178,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BraTS-SSA-00179-000,0.8694601640490875,0.9500169009170111,0.9681834311450799,0.5543233941694425,0.43545797078327236,0.5845672462488812,0.886672715860376,0.8085700150710644,0.8651523823908052,2.0,2.23606797749979,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BraTS-SSA-00180-000,0.8944673986403069,0.8711720097044418,0.9123175029367343,0.41668764911461625,0.3365702059483155,0.4051594193662592,0.764933644374478,0.6324810865039323,0.7562042958631634,4.242640687119285,5.0990195135927845,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BraTS-SSA-00188-000,0.9449732064304567,0.9562574886693177,0.9728725600047178,0.7179536069684392,0.6381370494793713,0.68292764219837,0.9724681064902081,0.9477756916752205,0.9459000114437953,1.0,1.0,1.4142135623730951,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BraTS-SSA-00192-000,0.9325617251357002,0.9474023260672749,0.9545731548064702,0.6865643372977811,0.6119677000960279,0.5398638819472941,0.9094392876920081,0.8540195146373244,0.8640094678011978,1.4142135623730951,2.23606797749979,4.123105625617661,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BraTS-SSA-00198-000,0.973420260782347,0.9691065321723137,0.9845942463712681,0.8411623326568108,0.7079002134593502,0.754956716775707,0.9896202878670258,0.900779987837317,0.9605727173948079,1.0,1.7320508075688772,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BraTS-SSA-00206-000,0.42191925950708153,0.26998609624889897,0.9453464837708007,0.1345448797064955,0.04373352983035264,0.5279830002829022,0.30526702661297905,0.1261304974574587,0.8022182449957277,189.73861278752582,253.456438958951,9.16515138991168,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
BraTS-SSA-00207-000,0.9215570320381257,0.8488812183970691,0.9550132533568949,0.5154768729363759,0.4695008597583272,0.5564626523830121,0.8660827316920264,0.7565559480370413,0.8604518968943955,2.0,10.04987562112089,2.8284271247461903,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BraTS-SSA-00210-000,0.5226612475177285,0.5197680286126515,0.9582227048716403,0.39227327058324934,0.3452622066705563,0.5399155113013815,0.6438392809320105,0.5999069513555164,0.829641895163081,42.70336294384709,44.977009587909905,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BraTS-SSA-00218-000,0.9478965217635024,0.9663822634524138,0.9469093150181631,0.7146530423582198,0.6684110959418389,0.4969327994674821,0.9478021490142552,0.922261371544937,0.8406504436491333,1.4142135623730951,2.0,2.23606797749979,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BraTS-SSA-00225-000,0.9602091533312265,0.977415712211647,0.9769801253181907,0.7173487971706517,0.7865343369470309,0.6609485157280778,0.9598119295521225,0.9902539109159164,0.9445752205140912,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BraTS-SSA-00226-000,0.9470869687587954,0.9689257512923933,0.9623503402719512,0.7785837756898147,0.7885154994431866,0.6691248984459552,0.9815253125431129,0.9751029088500242,0.9394409054014913,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BraTS-SSA-00227-000,0.7061093247588425,0.6856856856856857,0.8784345262029218,0.40484312266898104,0.30282773767012433,0.46310962987303145,0.8778777069201106,0.7712983144597613,0.8674761184019001,2.23606797749979,2.23606797749979,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BraTS-SSA-00228-000,0.934708170774345,0.9780974762167883,0.968860011184193,0.612185426921773,0.5935557729508064,0.5233071985710794,0.955667568187568,0.9448483264105684,0.8682608589396172,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mean,0.870422477132891,0.8645640862838444,0.9265298435039004,0.6189971263563812,0.5568135627443833,0.5738281959685327,0.8724816718933526,0.8118916585740971,0.8491214206461819,20.667711221985698,23.948726751773446,14.002860832181705,1.0,1.0,1.0,0.02857142857142857,0.02857142857142857,0.0,0.08571428571428572,0.11428571428571428,0.05714285714285714
std,0.16892716691682386,0.1933075004040141,0.11362659431399116,0.17853006076927036,0.1946154545361891,0.12126829354721375,0.17239866699468281,0.20067996065167337,0.12325029484723622,59.53264373514512,65.24044772626846,43.560924478995595,0.24253562503633297,0.24253562503633297,0.0,0.16903085094570333,0.16903085094570333,0.0,0.37349136311209086,0.40376380482162294,0.2355041079768028
25quantile,0.8873532771372482,0.8572933624059609,0.9376092230837691,0.5375752482940498,0.44525675883051863,0.5101199990192807,0.8690074465588025,0.7639271312484013,0.8351461694061071,1.0,1.0,1.4142135623730951,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
median,0.9332357182473655,0.9536985479933182,0.9592465168484493,0.6402426191954935,0.5738887796051259,0.5626564799076316,0.9245906534993434,0.8781773372436767,0.8651523823908052,1.4142135623730951,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
75quantile,0.9561512621938728,0.9690542430336616,0.975760224252946,0.7176512020695455,0.6777261076282316,0.6675947467163273,0.9735366253913955,0.9463120090428945,0.9407770747263793,2.618033988749895,4.72895922856673,4.611062569605222,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
