,MSE,PSNR,SSIM
BraTS-GLI-01719-000,0.0022040018811821938,26.567880630493164,0.9685198068618774
BraTS-GLI-01720-000,0.0030474665109068155,25.160608291625977,0.9789388179779053
BraTS-GLI-01721-000,0.0004860422050114721,33.13325881958008,0.9990173578262329
BraTS-GLI-01722-000,0.010558495298027992,19.763978958129883,0.771104097366333
BraTS-GLI-01723-000,0.002733968198299408,25.632064819335938,0.9822289347648621
BraTS-GLI-01724-000,0.010181262157857418,19.92198371887207,0.8442613482475281
BraTS-GLI-01725-000,0.004158417694270611,23.810718536376953,0.9430339932441711
BraTS-GLI-01726-000,0.001939786016009748,27.122461318969727,0.9967833757400513
BraTS-GLI-01727-000,0.007186399772763252,21.434885025024414,0.7909634709358215
BraTS-GLI-01728-000,0.006265082396566868,22.030731201171875,0.7780806422233582
BraTS-GLI-01729-000,0.0049265529960393906,23.074565887451172,0.8486422300338745
BraTS-GLI-01730-000,0.009445910342037678,20.247560501098633,0.7375997304916382
BraTS-GLI-01731-000,0.0005014213966205716,32.99797058105469,0.9936318397521973
BraTS-GLI-01732-000,0.009823127649724483,20.07750129699707,0.7730807065963745
BraTS-GLI-01733-000,0.0025291142519563437,25.970314025878906,0.8843612670898438
BraTS-GLI-01734-000,0.011970579624176025,19.218847274780273,0.8042258024215698
BraTS-GLI-01735-000,0.00867548305541277,20.617063522338867,0.6898410320281982
BraTS-GLI-01736-000,0.0015853042714297771,27.998872756958008,0.9938364028930664
BraTS-GLI-01737-000,0.009487204253673553,20.22861671447754,0.8418872356414795
BraTS-GLI-01738-000,0.0006399625563062727,31.938451766967773,0.9978042244911194
BraTS-GLI-01739-000,0.008957767859101295,20.47800064086914,0.9014291763305664
BraTS-GLI-01740-000,0.01071788091212511,19.698909759521484,0.8269896507263184
BraTS-GLI-01741-000,0.005384242627769709,22.688751220703125,0.9831451177597046
BraTS-GLI-01742-000,0.0033464464358985424,24.754159927368164,0.923905611038208
BraTS-GLI-01743-000,0.020118897780776024,16.963956832885742,0.6192731857299805
BraTS-GLI-01744-000,0.0028299547266215086,25.48220443725586,0.8413770198822021
BraTS-GLI-01745-000,0.006046075839549303,22.185264587402344,0.7894876003265381
BraTS-GLI-01746-000,0.023333469405770302,16.320205688476562,0.810954213142395
BraTS-GLI-01747-000,0.0011994930682703853,29.21002197265625,0.9918982982635498
BraTS-GLI-01748-000,0.0027822062838822603,25.55610466003418,0.9650330543518066
BraTS-GLI-01749-000,0.002395614515990019,26.205827713012695,0.8383349180221558
BraTS-GLI-01750-000,0.002049633301794529,26.883237838745117,0.9202847480773926
BraTS-GLI-01751-000,0.002451747888699174,26.105239868164062,0.9729346036911011
BraTS-GLI-01752-000,0.0023067407310009003,26.370012283325195,0.9153441786766052
BraTS-GLI-01753-000,0.007546804845333099,21.222368240356445,0.7744110822677612
BraTS-GLI-01754-000,0.002116883173584938,26.743030548095703,0.9805452823638916
BraTS-GLI-01755-000,0.0037059730384498835,24.310976028442383,0.8641452789306641
BraTS-GLI-01756-000,0.007542901672422886,21.2246150970459,0.7720743417739868
BraTS-GLI-01757-000,0.00047009935951791704,33.27810287475586,0.9963194727897644
BraTS-GLI-01758-000,0.012036348693072796,19.195051193237305,0.7697458863258362
BraTS-GLI-01759-000,0.005208753049373627,22.832660675048828,0.8305302262306213
BraTS-GLI-01760-000,0.008969356305897236,20.472387313842773,0.7823500037193298
BraTS-GLI-01761-000,0.0023877944331616163,26.220027923583984,0.9543507099151611
BraTS-GLI-01762-000,0.009676472283899784,20.1428279876709,0.8172144293785095
BraTS-GLI-01763-000,0.006214379798620939,22.066020965576172,0.7600492238998413
BraTS-GLI-01764-000,0.004941375460475683,23.061519622802734,0.8909085392951965
BraTS-GLI-01765-000,0.007509720977395773,21.243759155273438,0.9321610331535339
BraTS-GLI-01766-000,0.009169974364340305,20.376317977905273,0.7807541489601135
BraTS-GLI-01767-000,0.009597192518413067,20.178556442260742,0.7509296536445618
BraTS-GLI-01768-000,0.008842039853334427,20.534473419189453,0.7098315954208374
BraTS-GLI-01769-000,0.01289250049740076,18.89662742614746,0.709176778793335
BraTS-GLI-01770-000,0.011825816705822945,19.27168846130371,0.8255404829978943
BraTS-GLI-01771-000,0.01224423386156559,19.120681762695312,0.8353288173675537
BraTS-GLI-01772-000,0.00505088409408927,22.966323852539062,0.9377993941307068
BraTS-GLI-01773-000,0.006913597695529461,21.60295867919922,0.8911389112472534
BraTS-GLI-01774-000,0.0031476265285164118,25.020166397094727,0.9168150424957275
BraTS-GLI-01775-000,0.0009869440691545606,30.057071685791016,0.9270633459091187
BraTS-GLI-01776-000,0.0047383694909513,23.243709564208984,0.8099509477615356
BraTS-GLI-01789-000,0.007499442435801029,21.249710083007812,0.889931857585907
BraTS-GLI-01790-000,0.013742446899414062,18.61935806274414,0.7155423164367676
mean,0.007410384616394608,22.58761405073889,0.8417687304488056
std,0.005068848005995976,3.808941457098089,0.09922008344973594
25quantile,0.003360488684847951,19.770023345947266,0.7642320692539215
median,0.006414171773940325,21.928592681884766,0.8430901169776917
75quantile,0.01054382137954235,24.736007690429688,0.92122882604599
