,MSE,PSNR,SSIM
BraTS-GLI-01719-000,0.0014611977385357022,28.352907180786133,0.9744594693183899
BraTS-GLI-01720-000,0.001384090632200241,28.588354110717773,0.9897143840789795
BraTS-GLI-01721-000,0.00033719686325639486,34.721160888671875,0.9992572665214539
BraTS-GLI-01722-000,0.00804844405502081,20.942880630493164,0.763069212436676
BraTS-GLI-01723-000,0.002078163670375943,26.823200225830078,0.9848164319992065
BraTS-GLI-01724-000,0.008585089817643166,20.66254997253418,0.857397198677063
BraTS-GLI-01725-000,0.0033376323990523815,24.765613555908203,0.9448197484016418
BraTS-GLI-01726-000,0.0009112947736866772,30.403409957885742,0.9983951449394226
BraTS-GLI-01727-000,0.00579578522592783,22.36887550354004,0.807495653629303
BraTS-GLI-01728-000,0.004232101608067751,23.734437942504883,0.8013725876808167
BraTS-GLI-01729-000,0.004996131639927626,23.013660430908203,0.8444803357124329
BraTS-GLI-01730-000,0.007621926721185446,21.179351806640625,0.7455183267593384
BraTS-GLI-01731-000,0.0002975663810502738,35.26416015625,0.9951282739639282
BraTS-GLI-01732-000,0.008133385330438614,20.89728546142578,0.7780683040618896
BraTS-GLI-01733-000,0.002094672527164221,26.788837432861328,0.890931248664856
BraTS-GLI-01734-000,0.008852103725075722,20.5295352935791,0.8268070220947266
BraTS-GLI-01735-000,0.006848437711596489,21.64408302307129,0.7165419459342957
BraTS-GLI-01736-000,0.0005418958025984466,32.66083908081055,0.9975857734680176
BraTS-GLI-01737-000,0.006945805624127388,21.582773208618164,0.8761890530586243
BraTS-GLI-01738-000,0.00039566121995449066,34.026763916015625,0.9985854625701904
BraTS-GLI-01739-000,0.0066377767361700535,21.779773712158203,0.9211236238479614
BraTS-GLI-01740-000,0.008397584781050682,20.758453369140625,0.8475368022918701
BraTS-GLI-01741-000,0.0035959938541054726,24.441810607910156,0.9874822497367859
BraTS-GLI-01742-000,0.0019240127876400948,27.15791893005371,0.940690279006958
BraTS-GLI-01743-000,0.015664445236325264,18.05084800720215,0.6513157486915588
BraTS-GLI-01744-000,0.0023404385428875685,26.307025909423828,0.844743013381958
BraTS-GLI-01745-000,0.005342436023056507,22.722606658935547,0.7968996167182922
BraTS-GLI-01746-000,0.01825999654829502,17.384992599487305,0.8332257270812988
BraTS-GLI-01747-000,0.0008983302977867424,30.46563720703125,0.9933353066444397
BraTS-GLI-01748-000,0.001785334781743586,27.48280143737793,0.9750611186027527
BraTS-GLI-01749-000,0.0014243862824514508,28.463720321655273,0.862498939037323
BraTS-GLI-01750-000,0.0013982605887576938,28.544118881225586,0.9319828152656555
BraTS-GLI-01751-000,0.0018541794270277023,27.3184814453125,0.9780615568161011
BraTS-GLI-01752-000,0.0018456042744219303,27.338613510131836,0.9233087301254272
BraTS-GLI-01753-000,0.005507104564458132,22.59076690673828,0.8087103962898254
BraTS-GLI-01754-000,0.0015566725051030517,28.078025817871094,0.9844880104064941
BraTS-GLI-01755-000,0.003214196301996708,24.929275512695312,0.8696945905685425
BraTS-GLI-01756-000,0.0071109929122030735,21.480697631835938,0.7627913355827332
BraTS-GLI-01757-000,0.00033915298990905285,34.696041107177734,0.9969422221183777
BraTS-GLI-01758-000,0.008654764853417873,20.6274471282959,0.7847568988800049
BraTS-GLI-01759-000,0.004670572467148304,23.306297302246094,0.8409483432769775
BraTS-GLI-01760-000,0.007928630337119102,21.008018493652344,0.7938528060913086
BraTS-GLI-01761-000,0.0016114719910547137,27.927770614624023,0.955079197883606
BraTS-GLI-01762-000,0.007849955931305885,21.051326751708984,0.8390764594078064
BraTS-GLI-01763-000,0.004865688271820545,23.128557205200195,0.7764558792114258
BraTS-GLI-01764-000,0.004320031497627497,23.645130157470703,0.895228385925293
BraTS-GLI-01765-000,0.005745809990912676,22.40648651123047,0.937767744064331
BraTS-GLI-01766-000,0.007417360786348581,21.29750633239746,0.7902336716651917
BraTS-GLI-01767-000,0.007362165953963995,21.329944610595703,0.7670919299125671
BraTS-GLI-01768-000,0.006936751771718264,21.588436126708984,0.7246553301811218
BraTS-GLI-01769-000,0.009680564515292645,20.140993118286133,0.7305921316146851
BraTS-GLI-01770-000,0.00733912643045187,21.343555450439453,0.8454115390777588
BraTS-GLI-01771-000,0.0068867402151227,21.619861602783203,0.8793344497680664
BraTS-GLI-01772-000,0.0034887799993157387,24.57326316833496,0.9504561424255371
BraTS-GLI-01773-000,0.005959174130111933,22.248138427734375,0.9007397890090942
BraTS-GLI-01774-000,0.002203057985752821,26.569740295410156,0.9270211458206177
BraTS-GLI-01775-000,0.0008686184883117676,30.61170768737793,0.9307217001914978
BraTS-GLI-01776-000,0.0031804784666746855,24.975074768066406,0.8384096026420593
BraTS-GLI-01789-000,0.0055915541015565395,22.524673461914062,0.9127426743507385
BraTS-GLI-01790-000,0.010425916872918606,19.81885528564453,0.7416521310806274
mean,0.005779047414754011,23.816394126578555,0.8532826933142257
std,0.00406158169709003,4.117072325754741,0.09509195315479255
25quantile,0.002555439481511712,20.872333526611328,0.7816124260425568
median,0.005020163953304291,22.99281883239746,0.857725977897644
75quantile,0.00818025041371584,25.926742553710938,0.9293992221355438
